Investigation.Type,Country,Aircraft.Category,Make,Model,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Year
Accident,United States,Airplane,AERONCA,7AC,Reciprocating,Personal,0.0,0.0,1.0,1.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-18,Reciprocating,Personal,0.0,0.0,1.0,1.0,1982
Accident,United States,Airplane,CESSNA,150,Reciprocating,Personal,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,AERONCA,7EC,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,150,Reciprocating,Personal,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BELLANCA,17-30A,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,150,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-38-112,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Personal,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,PORTERFIELD,CP-65,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Personal,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,CESSNA,310D,Reciprocating,Unknown,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-23,Reciprocating,Ferry,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,MOONEY,M20J,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-151,Reciprocating,Business,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-151,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,152(II),Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BEECH,35,Reciprocating,Business,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28R-180,Reciprocating,Personal,0.0,1.0,2.0,0.0,1982
Accident,United States,Airplane,CESSNA,150M,Reciprocating,Instructional,0.0,0.0,1.0,1.0,1982
Accident,United States,Airplane,BELLANCA,8GCBC,Reciprocating,Personal,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-31-310,Reciprocating,Unknown,0.0,0.0,0.0,2.0,1982
Accident,Puerto Rico,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-31T2,Turbo Prop,Business,8.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,BEECH,90,Turbo Prop,Personal,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,NIHON,YS-11A,Turbo Prop,Unknown,0.0,0.0,3.0,36.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-28RT-201T,Reciprocating,Business,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,BELLANCA,7ECA,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,177RG,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,210,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,210,Reciprocating,Business,0.0,0.0,2.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-23,Reciprocating,Unknown,0.0,0.0,0.0,6.0,1982
Accident,United States,Airplane,BEECH,A36,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,T210N,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,GREAT LAKES,2T1A-2,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-44-180T,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,172H,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,180,Reciprocating,Ferry,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,172A,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,BEECH,58,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,P206B,Reciprocating,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,404,Reciprocating,Unknown,0.0,0.0,0.0,7.0,1982
Accident,United States,Airplane,PITTS,51,Reciprocating,Personal,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,CESSNA,172L,Reciprocating,Personal,1.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,182Q,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-36-375,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,150M,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,140,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BEECH,56TC,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,150,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,GRUMMAN,G-21A,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-22-150,Reciprocating,Personal,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-181,Reciprocating,Personal,0.0,4.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-180,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,DE HAVILLAND,DHC-6,Turbo Prop,Unknown,1.0,10.0,1.0,0.0,1982
Accident,United States,Airplane,GRUMMAN,AA-5A,Reciprocating,Personal,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,PIPER,PA-32R-301T,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Personal,0.0,0.0,1.0,3.0,1982
Accident,United States,Airplane,MOONEY,M-20C,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BELLANCA,7GCBC,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,FAIRCHILD HILLER,227C,Turbo Prop,Ferry,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,BELLANCA,8KCAB,Reciprocating,Personal,0.0,1.0,1.0,0.0,1982
Accident,United States,Airplane,BELLANCA,14-19-3A,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,421C,Reciprocating,Personal,0.0,0.0,0.0,6.0,1982
Accident,United States,Airplane,GRUMMAN,G-164A,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,A185F,Reciprocating,Business,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,180,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-38-112,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,210A,Reciprocating,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-60,Reciprocating,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,A188B,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-60/601P,Reciprocating,Business,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,152II,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,ATLANTIC OCEAN,Airplane,CESSNA,210,Reciprocating,Personal,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,ROCKWELL,COMMANDER 114,Reciprocating,Ferry,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,BEECH,BE-95-C55,Reciprocating,Business,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,150,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,WEATHERLY,201C,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,310Q,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,414,Reciprocating,Ferry,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,EAGLE,DW-1,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,210L,Reciprocating,Unknown,4.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-181,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,421B,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,BEECH,23,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-23,Reciprocating,Unknown,0.0,0.0,0.0,5.0,1982
Accident,United States,Airplane,BEECH,D18S,Reciprocating,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,150,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-20,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,182C,Reciprocating,Unknown,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BEECH,T-34B,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,150G,Reciprocating,Instructional,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-38-112,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,170,Reciprocating,Personal,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,CESSNA,320C,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,T210M,Reciprocating,Business,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,T21OL,Reciprocating,Personal,6.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-32-260,Reciprocating,Personal,4.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,172L,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,J3-F65,Reciprocating,Personal,0.0,0.0,1.0,1.0,1982
Accident,United States,Airplane,CESSNA,140A,Reciprocating,Personal,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,HOMEBUILT,PDQ-2,Reciprocating,Personal,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Business,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-25-235C,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BELLANCA,8GCBC,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-38-112,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,U206,Reciprocating,Unknown,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,A152,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,ERCOUPE,415-C,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,182RG,Reciprocating,Personal,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,BEECH,35-B33,Reciprocating,Personal,0.0,0.0,1.0,3.0,1982
Accident,United States,Airplane,PIPER,J3F-65,Reciprocating,Personal,0.0,0.0,2.0,0.0,1982
Accident,United States,Airplane,MOONEY,M20F,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-18,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,172RG,Reciprocating,Business,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,P210N,Reciprocating,Business,0.0,0.0,4.0,0.0,1982
Accident,United States,Airplane,CESSNA,170,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-32-300,Reciprocating,Unknown,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,BEECH,B35,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-36,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,3.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,310K,Reciprocating,Business,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,MOONEY,M20E,Reciprocating,Personal,1.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-30,Reciprocating,Business,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,SMITH AEROSTAR,600,Reciprocating,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,182L,Reciprocating,Business,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,BEECH,C-24R,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,P337H,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,BEECH,B58,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-38-112,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-23,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,182P,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,MOONEY,M20K,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,TAYLORCRAFT,BC12-D,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,150,Reciprocating,Instructional,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,310,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-28-180,Reciprocating,Personal,1.0,2.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,182,Reciprocating,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,ROCKWELL INTL,114,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Instructional,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,MOONEY,M20J,Reciprocating,Personal,0.0,1.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,172RG,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,HOWARD AIRCRAFT CORP.,DGA-15P,Reciprocating,Personal,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,177RG,Reciprocating,Personal,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,T188C,Reciprocating,Ferry,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28R-180,Reciprocating,Unknown,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,TR182,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,150,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-181,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,BEECH,E18S,Reciprocating,Unknown,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-23 250,Reciprocating,Unknown,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,PIPER,PA-28-181,Reciprocating,Business,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,BEECH,V35B,Reciprocating,Business,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,ROCKWELL,S-2R,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,210D,Reciprocating,Business,1.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,ROCKWELL,S-2R,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,VARGA,2150A,Reciprocating,Business,0.0,0.0,2.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28-151,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,150M,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,HATZ,CB-1,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,U-206,Reciprocating,Business,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,180,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,BELLANCA,7GCBC,Reciprocating,Unknown,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,T337C,Reciprocating,Personal,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,150J,Reciprocating,Instructional,0.0,1.0,0.0,1.0,1982
Accident,United States,Airplane,BEECH,95-55,Reciprocating,Unknown,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,BEECH,95-B55,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,1.0,1.0,0.0,1982
Accident,United States,Airplane,CESSNA,172G,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,310,Reciprocating,Unknown,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-38-112,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-28-181,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-34-200,Reciprocating,Business,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,BEECH,F33A,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-30,Reciprocating,Personal,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,CESSNA,182,Reciprocating,Personal,0.0,0.0,1.0,0.0,1982
Accident,United States,Airplane,CESSNA,501,Turbo Jet,Business,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,BELLANCA,7ECA,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,182J,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Instructional,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,BEECH,A36TC,Reciprocating,Business,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,PIPER,PA-32,Reciprocating,Unknown,0.0,0.0,5.0,0.0,1982
Accident,United States,Airplane,CROOK,M-1,Reciprocating,Personal,0.0,1.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,210G,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,120,Reciprocating,Personal,0.0,0.0,2.0,0.0,1982
Accident,United States,Airplane,AMERICAN YANKEE,AA-1,Reciprocating,Personal,6.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,BOEING,KC-135A,Turbo Jet,Unknown,6.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-22-150,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,PIPER,PA-32-301T,Reciprocating,Personal,0.0,0.0,0.0,6.0,1982
Accident,United States,Airplane,CESSNA,182B,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,HELIO,H-295,Reciprocating,Personal,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,CESSNA,182H,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,COLONIAL,C-1,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,182,Reciprocating,Personal,0.0,0.0,0.0,1.0,1982
Accident,United States,Airplane,CESSNA,182,Reciprocating,Personal,0.0,0.0,0.0,3.0,1982
Accident,United States,Airplane,BEECH,200,Turbo Prop,Executive/corporate,0.0,0.0,0.0,4.0,1982
Accident,United States,Airplane,PIPER,PA-28,Reciprocating,Personal,0.0,1.0,2.0,1.0,1982
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Personal,0.0,0.0,0.0,2.0,1982
Accident,United States,Airplane,TAYLORCRAFT,BC12-D,Reciprocating,Personal,0.0,0.0,1.0,1.0,1982
Accident,United States,Airplane,CESSNA,182,Reciprocating,Personal,2.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-28R-201,Reciprocating,Personal,0.0,0.0,2.0,0.0,1982
Accident,United States,Airplane,BEECH,C-45H,Reciprocating,Unknown,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,CESSNA,T188C,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,1982
Accident,United States,Airplane,PIPER,PA-18-135,Reciprocating,Personal,0.0,0.0,1.0,1.0,1982
Accident,United States,Airplane,CESSNA,210,Reciprocating,Personal,0.0,1.0,0.0,2.0,1982
Accident,United States,Airplane,CESSNA,210M,Reciprocating,Personal,0.0,0.0,2.0,2.0,1982
